"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"USA300HOU_RS13825",1732.57488772966,2.27668038853063,0.219385283201382,10.3775438138245,3.13743194668378e-25,1.28500248444891e-24
"USA300HOU_RS00220",3739.2834620578,1.59851622505974,0.154045322927557,10.3769215103757,3.15794438371409e-25,1.2915587087173e-24
"USA300HOU_RS09240",18822.6960834744,1.82199677897294,0.175883205132498,10.3591288184701,3.80410960140423e-25,1.55361570188404e-24
"USA300HOU_RS00700",2750.05991645959,1.5713657635515,0.151750810752056,10.3549085224918,3.97566431179279e-25,1.62136978405547e-24
"USA300HOU_RS14090",872.56631277917,-1.61684127051058,0.156463055012059,-10.3336936018919,4.96125933997299e-25,2.02044467723048e-24
"USA300HOU_RS01370",808.004235867891,-1.89681035892933,0.183763529891408,-10.3220174321326,5.60332227586515e-25,2.27868439218516e-24
"USA300HOU_RS02310",1162.23960658685,-1.82860303894777,0.177258133146609,-10.3160459071029,5.96284872151188e-25,2.42145712246098e-24
"USA300HOU_RS12580",262.702351990589,-2.5586749734414,0.248168075777973,-10.3102502826776,6.3336160933093e-25,2.56838434788087e-24
"USA300HOU_RS15340",78769.8072882334,2.53704115786691,0.246613296491437,10.2875278582353,8.02092376107664e-25,3.24802096370151e-24
"USA300HOU_RS06675",205.224084044348,-2.47828850851723,0.240943671144484,-10.2857588943729,8.16959354771995e-25,3.30355778579875e-24
"USA300HOU_RS12455",1180.86229629959,-2.12793701539114,0.206909391057534,-10.284390691573,8.28645165615346e-25,3.34609252087211e-24
"USA300HOU_RS06830",24657.2078013356,1.52947769586957,0.148915431001225,10.2707804395167,9.54295019906288e-25,3.8480503826601e-24
"USA300HOU_RS10910",420.781404580105,2.52273078184829,0.24564445212075,10.2698463574834,9.63579971777297e-25,3.88003339759201e-24
"USA300HOU_RS11685",144.430483162011,-3.48616615401954,0.339724117570825,-10.2617564479883,1.04783210104809e-24,4.21337255779083e-24
"USA300HOU_RS07935",169.261421827274,-3.30920166990663,0.322554685391982,-10.2593508008887,1.07426513768546e-24,4.31361085398349e-24
"USA300HOU_RS12670",368.842865236519,-2.39338654083452,0.233319647877877,-10.2579725394033,1.08970592307196e-24,4.36949214188435e-24
"USA300HOU_RS02610",1630.9304592293,-1.57828939893854,0.153939338473358,-10.2526710494582,1.15117585957484e-24,4.60952680083948e-24
"USA300HOU_RS13345",265.582150778938,-2.34915000297442,0.229469694654004,-10.2372995550305,1.34950480938205e-24,5.39613708298232e-24
"USA300HOU_RS09875",547.816506415683,-2.02157595219544,0.197583193403376,-10.2315177590449,1.4325636646118e-24,5.72027858835936e-24
"USA300HOU_RS01740",998.406977499122,1.99390556604076,0.195209650942537,10.2141751517588,1.71330090844866e-24,6.83175758626191e-24
"USA300HOU_RS01725",355.843168498081,2.18088389777211,0.213651028444809,10.2076920183677,1.83169908463571e-24,7.29372399395914e-24
"USA300HOU_RS09095",1382.87647035279,-1.64843855147633,0.161921228655708,-10.1804968079966,2.42321034373925e-24,9.63570604091598e-24
"USA300HOU_RS14230",357.65913389725,2.00544321419757,0.197110397185891,10.1742132471392,2.58480301355851e-24,1.02640308031472e-23
"USA300HOU_RS04895",1115.96417720946,-1.94805527792199,0.191514148041318,-10.1718609191302,2.64800515865078e-24,1.05004575239997e-23
"USA300HOU_RS02675",161.566629759947,-2.78872651258789,0.274508598800538,-10.1589768946153,3.02231201977763e-24,1.19681886197548e-23
"USA300HOU_RS02175",756.022838426697,-2.24766590300018,0.221577335175407,-10.1439341763943,3.52606305513951e-24,1.39437555573586e-23
"USA300HOU_RS03900",1241.96864969586,1.60763393039917,0.158499566840541,10.1428285417116,3.56621146821668e-24,1.40830968035499e-23
"USA300HOU_RS06420",16573.5270212038,-1.6170730652762,0.159447079613384,-10.1417540490372,3.60566280920363e-24,1.42193057413849e-23
"USA300HOU_RS05440",1519.49655177617,1.56007547512388,0.153906263514806,10.1365301157727,3.80371214399377e-24,1.49797290066348e-23
"USA300HOU_RS13865",36806.3791543242,4.75284177380127,0.469017335280978,10.1336164279599,3.91881789916111e-24,1.54118668270163e-23
"USA300HOU_RS06905",6504.75391692377,-1.56140116923804,0.154587929521461,-10.1004080594874,5.50127971350969e-24,2.16057108748388e-23
"USA300HOU_RS04530",8275.12337734537,1.50561981739337,0.149132558089901,10.0958492007208,5.76300874111884e-24,2.26026621898601e-23
"USA300HOU_RS05170",578.319154586809,1.70665833258107,0.169120757766885,10.0913593051275,6.0328251215247e-24,2.36285650593051e-23
"USA300HOU_RS08710",7615.70704067326,-1.45463894904803,0.144624467141199,-10.0580418915414,8.46655123123558e-24,3.3115419345092e-23
"USA300HOU_RS03690",2895.89153306999,2.01739964988172,0.200658692736064,10.0538861405586,8.83144633799019e-24,3.44955812684167e-23
"USA300HOU_RS03230",2578.59317298935,-1.63569642619547,0.162830930178856,-10.0453668378532,9.62887427088632e-24,3.75591599110627e-23
"USA300HOU_RS02810",2301.62353776301,1.64584556616454,0.16416262158216,10.0257022597609,1.17521153976432e-23,4.57789603872867e-23
"USA300HOU_RS12305",1711.07057856417,1.80753873950012,0.180352352925521,10.0222631431183,1.21684128160857e-23,4.733628160613e-23
"USA300HOU_RS01450",262.66293052684,-2.3147988047262,0.231144947443201,-10.0144901730764,1.31638857403799e-23,5.11393772597142e-23
"USA300HOU_RS05165",503.57628717051,2.20130930141536,0.219982158326732,10.0067629036798,1.42333695703513e-23,5.52193106335551e-23
"USA300HOU_RS05940",1909.66612856761,-1.77564030915835,0.177666671560895,-9.99422285315764,1.61549402271748e-23,6.25894778801487e-23
"USA300HOU_RS09945",95.3867688892932,-4.00144129138127,0.400411009913463,-9.99333482924473,1.63003694834516e-23,6.30676913752439e-23
"USA300HOU_RS07405",2157.28333864593,1.43177595553569,0.143340080371555,9.98866438350218,1.70868426786437e-23,6.60215336383711e-23
"USA300HOU_RS13235",1254.29564660987,1.7011901809544,0.170342813488535,9.9868620584272,1.74002910639293e-23,6.7142172920976e-23
"USA300HOU_RS04525",17535.760962858,1.43363707803731,0.143844302139202,9.96658926851302,2.13432618990686e-23,8.22461449793409e-23
